anon_polygon_id,date,crop_type,v3_prediction,v4_prediction,v7_prediction
AOI-0005,2010-05-02,озимая пшеница,0.23987377143752558,0.23994225056426002,0.2384499072762406
AOI-0005,2010-07-28,озимая пшеница,0.3066978208753176,0.3133267206931093,0.30784115788694044
AOI-0005,2010-08-05,озимая пшеница,0.23198553823628032,0.24922091939640714,0.25238084501937513
AOI-0005,2010-08-29,озимая пшеница,0.28917883564780456,0.28841105976356085,0.28147481690170195
AOI-0005,2010-08-30,озимая пшеница,0.23385445938833974,0.23706056898987715,0.23716750582797194
AOI-0005,2010-09-06,озимая пшеница,0.23995892698566604,0.24659546872602647,0.24746519166939768
AOI-0005,2011-04-02,озимая пшеница,0.27476650935610025,0.26565746118051087,0.25506437332486837
AOI-0005,2011-06-06,озимая пшеница,0.7642042103848615,0.7578589258346646,0.7595774429347507
AOI-0005,2011-06-26,озимая пшеница,0.5096819242051689,0.520123299935994,0.5175041200229128
AOI-0005,2011-09-02,озимая пшеница,0.42639407935933027,0.4202741980217195,0.41732034686678054
AOI-0005,2012-04-04,озимая пшеница,0.2410348234857993,0.23156401068239854,0.2229386660109556
AOI-0005,2012-04-29,озимая пшеница,0.5439594491039246,0.5486050451339867,0.548604732817719
AOI-0005,2012-05-06,озимая пшеница,0.5840733228477145,0.5785250954257323,0.5757332566209064
AOI-0005,2012-05-31,озимая пшеница,0.808366239246747,0.794560944483071,0.7884423298319808
AOI-0005,2012-08-10,озимая пшеница,0.1833283861932294,0.18372384384742604,0.18622954063879354
AOI-0005,2012-08-12,озимая пшеница,0.27765985211518185,0.2909256437947291,0.29693759980894147
AOI-0005,2013-06-26,озимая пшеница,0.36585140129238736,0.37277218810863,0.3618110354535964
AOI-0005,2013-07-12,озимая пшеница,0.33861070663545545,0.3395863506624994,0.3303995202211574
AOI-0005,2013-08-21,озимая пшеница,0.45777091296631145,0.4488629431155471,0.4521460393691676
AOI-0005,2013-08-29,озимая пшеница,0.48233695844443875,0.4714879369095986,0.46999910102202697
AOI-0005,2014-04-18,озимая пшеница,0.40850533226811087,0.408443251764767,0.4090542102205156
AOI-0005,2014-04-27,озимая пшеница,0.606831433239291,0.6044440678267374,0.6082612942150847
AOI-0005,2014-05-04,озимая пшеница,0.6925585581294628,0.694756522501798,0.6987151662930994
AOI-0005,2014-05-09,озимая пшеница,0.7642827582676809,0.7753241048047045,0.7760841956468488
AOI-0005,2014-06-10,озимая пшеница,0.673870932903684,0.6776220226773648,0.6778532656003421
AOI-0005,2014-07-28,озимая пшеница,0.4738887265633839,0.46838515349664855,0.465096435765381
AOI-0005,2014-10-03,озимая пшеница,0.24061042802754096,0.24103957653909655,0.24336559571807145
AOI-0005,2015-05-23,озимая пшеница,0.743949397472133,0.7389513598371914,0.7368733349666814
AOI-0005,2015-06-10,озимая пшеница,0.7722218277971866,0.7762290240224102,0.7752947323975546
AOI-0005,2015-10-06,озимая пшеница,0.20203572106327491,0.1937538415715205,0.19179223128205825
AOI-0005,2016-04-22,озимая пшеница,0.6486006986048535,0.6672013902400256,0.681909800264378
AOI-0005,2016-05-08,озимая пшеница,0.782195698035214,0.7919043825973243,0.7901991434149278
AOI-0005,2016-09-13,озимая пшеница,0.37586284837368933,0.3730789947006559,0.3716404309944602
AOI-0005,2017-04-11,озимая пшеница,0.21241541231369482,0.1993410093265256,0.19307612111857328
AOI-0005,2017-04-23,озимая пшеница,0.5037590282820916,0.5221257699493695,0.5251902771057498
AOI-0005,2017-04-26,озимая пшеница,0.36216520345939557,0.3750644775568848,0.3722907398753042
AOI-0005,2017-07-23,озимая пшеница,0.5520283354057185,0.5520507870736856,0.5564502014704236
AOI-0005,2017-09-25,озимая пшеница,0.5126641948612268,0.500545378444373,0.503687228605943
AOI-0005,2017-10-04,озимая пшеница,0.4448601379785989,0.43422855860785203,0.4416173510656853
AOI-0005,2018-05-01,озимая пшеница,0.6085128608452136,0.613013475566428,0.6123284397696683
AOI-0005,2018-05-16,озимая пшеница,0.7212279729303516,0.7103120909499481,0.7095097928639432
AOI-0005,2018-06-01,озимая пшеница,0.6768035490549136,0.6702023076927344,0.670486104307554
AOI-0005,2018-07-10,озимая пшеница,0.41212975280647945,0.411897399173566,0.4116690353734571
AOI-0005,2018-08-27,озимая пшеница,0.4144229223677735,0.4129712279051875,0.4148089196460025
AOI-0005,2018-09-30,озимая пшеница,0.3744381386324172,0.37474637419760526,0.3747403609393491
AOI-0005,2019-04-26,озимая пшеница,0.6384762603297895,0.6420344431803944,0.6435566480032502
AOI-0005,2019-05-11,озимая пшеница,0.7718879382320062,0.760007753551295,0.7497282146332005
AOI-0005,2019-05-18,озимая пшеница,0.8303805658035766,0.8234387994288412,0.8194028937037203
AOI-0005,2019-05-21,озимая пшеница,0.8051134345882028,0.8016653120866915,0.8020975599847253
AOI-0005,2019-06-11,озимая пшеница,0.7381869758428736,0.732790701748995,0.7316379591149912
AOI-0005,2019-06-25,озимая пшеница,0.5338885640930434,0.5308587038921636,0.5349213631518559
AOI-0005,2019-07-12,озимая пшеница,0.47081394253202713,0.45763031957332795,0.4556652674172498
AOI-0005,2019-08-23,озимая пшеница,0.35905831612270883,0.353227059117634,0.3526185394833689
AOI-0005,2019-08-24,озимая пшеница,0.34031823663923233,0.3428549799372162,0.3456894730065933
AOI-0005,2019-09-03,озимая пшеница,0.33089687644010873,0.3370578370973038,0.3435179075347222
AOI-0005,2019-09-07,озимая пшеница,0.37100792835648505,0.3699374001717752,0.37755991298125874
AOI-0005,2019-09-08,озимая пшеница,0.3458045412995191,0.3464888768352449,0.35056490374737015
AOI-0005,2019-09-15,озимая пшеница,0.2684776887069722,0.2844355525589195,0.28840609620340635
AOI-0005,2020-04-22,озимая пшеница,0.39043154455164547,0.4011069314618999,0.3964014879797218
