row_id,anon_polygon_id,date,crop_type,primary_ndvi,prediction,calibration_seed,month,error
30,AOI-0001,2010-05-01,озимая пшеница,0.8189282684222362,0.796470958436664,311,5,-0.02245730998557216
38,AOI-0001,2010-05-09,озимая пшеница,0.756947746570869,0.8074101241997826,311,5,0.05046237762891359
62,AOI-0001,2010-06-02,озимая пшеница,0.7825531280629143,0.756453151216169,311,6,-0.026099976846745365
118,AOI-0001,2010-07-28,озимая пшеница,0.2391487511230542,0.31825127894433025,311,7,0.07910252782127605
230,AOI-0001,2011-04-18,озимая пшеница,0.1789340010985546,0.18409536271585986,311,4,0.005161361617305266
235,AOI-0001,2011-04-23,озимая пшеница,0.4017319399085565,0.3737014541216074,311,4,-0.02803048578694911
295,AOI-0001,2011-06-22,озимая пшеница,0.7763945176111879,0.7952713501755031,311,6,0.01887683256431516
342,AOI-0001,2011-08-08,озимая пшеница,0.536999632876944,0.4959878834856486,311,8,-0.04101174939129537
431,AOI-0001,2012-04-06,озимая пшеница,0.3433074787720445,0.5410749644314448,311,4,0.19776748565940028
495,AOI-0001,2012-06-09,озимая пшеница,0.4854246244284782,0.5446063581012646,311,6,0.05918173367278634
661,AOI-0001,2013-04-23,озимая пшеница,0.8277768778576094,0.7996914190896971,311,4,-0.028085458767912352
693,AOI-0001,2013-05-25,озимая пшеница,0.7755242325277597,0.6357276703392395,311,5,-0.1397965621885202
861,AOI-0001,2014-04-10,озимая пшеница,0.2018683585584089,0.23519503987249157,311,4,0.03332668131408267
902,AOI-0001,2014-05-21,озимая пшеница,0.3614589962297395,0.4567761297374995,311,5,0.09531713350776
966,AOI-0001,2014-07-24,озимая пшеница,0.72905614382807,0.736944170284841,311,7,0.007888026456771002
1087,AOI-0001,2015-04-23,озимая пшеница,0.6771725669497063,0.6524184605957647,311,4,-0.024754106353941596
1103,AOI-0001,2015-05-09,озимая пшеница,0.7915600261267146,0.7530417926071038,311,5,-0.03851823351961081
1125,AOI-0001,2015-05-31,озимая пшеница,0.6831325596869,0.8039165265884638,311,5,0.12078396690156379
1284,AOI-0001,2016-04-07,озимая пшеница,0.227482468201863,0.21539562853752547,311,4,-0.012086839664337518
1332,AOI-0001,2016-05-25,озимая пшеница,0.474403473696065,0.5820843205410872,311,5,0.10768084684502216
1412,AOI-0001,2016-08-13,озимая пшеница,0.2474701789940374,0.2921047331958659,311,8,0.04463455420182849
1476,AOI-0001,2016-10-16,озимая пшеница,1.0037185649710092,0.39398462867225237,311,10,-0.6097339362987568
1529,AOI-0001,2017-05-09,озимая пшеница,0.6811130633572829,0.7755135461716677,311,5,0.09440048281438473
1572,AOI-0001,2017-06-21,озимая пшеница,0.7163758163907239,0.6867487962266259,311,6,-0.029627020164098017
1609,AOI-0001,2017-07-28,озимая пшеница,0.4806076094056175,0.4134786825887693,311,7,-0.06712892681684818
1616,AOI-0001,2017-08-04,озимая пшеница,0.3369778219476197,0.3190965578301126,311,8,-0.017881264117507123
1626,AOI-0001,2017-08-14,озимая пшеница,0.2728494956632588,0.2721270522668088,311,8,-0.000722443396450001
1744,AOI-0001,2018-05-11,озимая пшеница,0.8536706710387919,0.8232181599512192,311,5,-0.030452511087572742
1812,AOI-0001,2018-07-18,озимая пшеница,0.1743837108484365,0.3031374530498563,311,7,0.12875374220141977
1820,AOI-0001,2018-07-26,озимая пшеница,0.1702866730770812,0.3009848426220148,311,7,0.1306981695449336
1838,AOI-0001,2018-08-13,озимая пшеница,0.4946305682560418,0.4002227367128879,311,8,-0.09440783154315391
1869,AOI-0001,2018-09-13,озимая пшеница,0.1770675226821158,0.17181445187942382,311,9,-0.005253070802691995
1952,AOI-0001,2019-05-06,озимая пшеница,0.4453254246933104,0.381633097876583,311,5,-0.06369232681672737
1955,AOI-0001,2019-05-09,озимая пшеница,0.6196601567602875,0.7427983864830379,311,5,0.12313822972275035
2003,AOI-0001,2019-06-26,озимая пшеница,0.4190844872632266,0.4695005232333026,311,6,0.05041603597007599
2052,AOI-0001,2019-08-14,озимая пшеница,0.2969511723064941,0.34621519473430895,311,8,0.04926402242781486
2092,AOI-0001,2019-09-23,озимая пшеница,-0.0080282820632567,0.13599405159658853,311,9,0.14402233365984524
2109,AOI-0001,2019-10-10,озимая пшеница,0.2085651198434112,0.23156670617987354,311,10,0.02300158633646235
2163,AOI-0001,2020-05-04,озимая пшеница,0.800389859081245,0.7522243335376456,311,5,-0.04816552554359943
2171,AOI-0001,2020-05-12,озимая пшеница,0.8451649624670714,0.7763992058374674,311,5,-0.06876575662960405
2275,AOI-0001,2020-08-24,озимая пшеница,0.3370066758825094,0.30168506857237964,311,8,-0.03532160731012973
2276,AOI-0001,2020-08-25,озимая пшеница,0.3053229332321797,0.2642171137928171,311,8,-0.04110581943936259
2295,AOI-0001,2020-09-13,озимая пшеница,0.2802503592423253,0.2972315021259676,311,9,0.01698114288364233
2309,AOI-0001,2020-09-27,озимая пшеница,0.1886919704303382,0.18262610280466574,311,9,-0.006065867625672461
2349,AOI-0001,2021-04-07,озимая пшеница,0.3607277205040092,0.4286132549712215,311,4,0.0678855344672123
2419,AOI-0001,2021-06-16,озимая пшеница,0.498768417423414,0.4259640754662528,311,6,-0.07280434195716118
2459,AOI-0001,2021-07-26,озимая пшеница,0.6658048875233159,0.6425969875227189,311,7,-0.023207900000597026
2509,AOI-0001,2021-09-14,озимая пшеница,0.318890202482038,0.28938832381384905,311,9,-0.02950187866818893
2522,AOI-0001,2021-09-27,озимая пшеница,0.1939016946525773,0.22485202497954365,311,9,0.03095033032696634
2525,AOI-0001,2021-09-30,озимая пшеница,0.2839915741345526,0.30828533387598933,311,9,0.024293759741436716
2565,AOI-0001,2022-04-10,озимая пшеница,0.3562978414134923,0.5536273172298007,311,4,0.19732947581630844
2610,AOI-0001,2022-05-25,озимая пшеница,0.7975576420640106,0.7582292057241202,311,5,-0.03932843633989036
2645,AOI-0001,2022-06-29,озимая пшеница,0.4158972667464328,0.4525372200974168,311,6,0.03663995335098402
2683,AOI-0001,2022-08-06,озимая пшеница,0.3412292856149462,0.34740957649264514,311,8,0.006180290877698946
2690,AOI-0001,2022-08-13,озимая пшеница,0.2380573541740891,0.275525332868287,311,8,0.037467978694197906
2691,AOI-0001,2022-08-14,озимая пшеница,0.2918446745837031,0.2659687715845526,311,8,-0.02587590299915049
2807,AOI-0001,2023-05-09,озимая пшеница,0.8753085564990206,0.775509871023547,311,5,-0.09979868547547366
2855,AOI-0001,2023-06-26,озимая пшеница,0.6660993468321361,0.5295262868469018,311,6,-0.13657305998523428
2858,AOI-0001,2023-06-29,озимая пшеница,0.6445336196220042,0.560241974299114,311,6,-0.08429164532289013
2913,AOI-0001,2023-08-23,озимая пшеница,0.1927973188100534,0.2140747527177267,311,8,0.021277433907673282
2938,AOI-0001,2023-09-17,озимая пшеница,0.2332298836593794,0.23571559412741366,311,9,0.0024857104680342523
2972,AOI-0001,2023-10-21,озимая пшеница,0.2375171310416653,0.19292527044582572,311,10,-0.04459186059583958
3099,AOI-0001,2024-07-27,озимая пшеница,0.2673398105813195,0.2937905007788059,311,7,0.026450690197486415
3130,AOI-0001,2024-08-27,озимая пшеница,0.1454484308839963,0.16154103695949618,311,8,0.016092606075499866
3135,AOI-0001,2024-09-01,озимая пшеница,0.1551642689167293,0.16293295988641576,311,9,0.007768690969686465
3155,AOI-0001,2024-09-21,озимая пшеница,0.156695972080234,0.15268608710686016,311,9,-0.004009884973373845
3160,AOI-0001,2024-09-26,озимая пшеница,0.1477568981765742,0.14738529788121352,311,9,-0.00037160029536068007
3225,AOI-0001,2025-05-01,озимая пшеница,0.312974487112701,0.2947806393088863,311,5,-0.018193847803814667
3243,AOI-0001,2025-05-19,озимая пшеница,0.2792619200475962,0.45630278563129895,311,5,0.17704086558370274
3263,AOI-0001,2025-06-08,озимая пшеница,0.4786859592675447,0.48102611860763855,311,6,0.0023401593400938503
3322,AOI-0001,2025-08-06,озимая пшеница,0.3455537359984418,0.2662180985422523,311,8,-0.07933563745618949
3323,AOI-0001,2025-08-07,озимая пшеница,0.2817928610865974,0.2457877331896891,311,8,-0.036005127896908296
3343,AOI-0001,2025-08-27,озимая пшеница,0.2147468751551229,0.1878322775769921,311,8,-0.026914597578130778
3421,AOI-0002,2025-04-14,озимая пшеница,0.8020693255525837,0.7227409687315208,311,4,-0.07932835682106287
3506,AOI-0002,2025-07-08,озимая пшеница,0.2905545930441813,0.30190145883398245,311,7,0.011346865789801153
3511,AOI-0002,2025-07-13,озимая пшеница,0.2343674824338569,0.24430705111166584,311,7,0.00993956867780893
3526,AOI-0002,2025-07-28,озимая пшеница,0.2107085272788199,0.24951006210460763,311,7,0.03880153482578774
3558,AOI-0002,2025-08-29,озимая пшеница,0.1678722386089551,0.2195068705823717,311,8,0.05163463197341661
3583,AOI-0002,2025-09-23,озимая пшеница,0.2376407322804396,0.19059705361500057,311,9,-0.04704367866543904
3627,AOI-0003,2025-04-07,озимая пшеница,0.728496145038168,0.7549478955237979,311,4,0.026451750485629977
3653,AOI-0003,2025-05-03,озимая пшеница,0.8828702184086081,0.8519752989699934,311,5,-0.030894919438614776
3691,AOI-0003,2025-06-10,озимая пшеница,0.5782415794185565,0.6094945377792146,311,6,0.03125295836065811
3709,AOI-0003,2025-06-28,озимая пшеница,0.1880169959128333,0.25758138262830876,311,6,0.06956438671547546
3721,AOI-0003,2025-07-10,озимая пшеница,0.1948905886712037,0.18207067187115825,311,7,-0.012819916800045461
3736,AOI-0003,2025-07-25,озимая пшеница,0.1639557752721876,0.17907593416000125,311,7,0.01512015888781365
3739,AOI-0003,2025-07-28,озимая пшеница,0.1613908517709887,0.2210923718433853,311,7,0.0597015200723966
3748,AOI-0003,2025-08-06,озимая пшеница,0.1913045271650864,0.1929608196079472,311,8,0.0016562924428608072
3780,AOI-0003,2025-09-07,озимая пшеница,0.2363064980012826,0.22198210549454203,311,9,-0.014324392506740558
3834,AOI-0004,2025-04-01,озимая пшеница,0.2724644431806922,0.4036483298408713,311,4,0.1311838866601791
3921,AOI-0004,2025-06-27,озимая пшеница,0.6564632892383602,0.6140977316735747,311,6,-0.04236555756478544
3937,AOI-0004,2025-07-13,озимая пшеница,0.4757416296865577,0.5000515776242203,311,7,0.024309947937662557
3962,AOI-0004,2025-08-07,озимая пшеница,0.3882084537583832,0.3681011488273309,311,8,-0.020107304931052283
3987,AOI-0004,2025-09-01,озимая пшеница,0.3156488693083175,0.3014075372539638,311,9,-0.014241332054353684
4002,AOI-0004,2025-09-16,озимая пшеница,0.3160186162951108,0.28691905324287353,311,9,-0.029099563052237265
4063,AOI-0005,2025-04-17,озимая пшеница,0.5623279020799687,0.5740350533381671,311,4,0.011707151258198323
4065,AOI-0005,2025-04-19,озимая пшеница,0.615867763394536,0.5842678641281087,311,4,-0.031599899266427256
4095,AOI-0005,2025-05-19,озимая пшеница,0.4322257518789177,0.6525899233654171,311,5,0.2203641714864994
4117,AOI-0005,2025-06-10,озимая пшеница,0.5141052610052255,0.6272934230598092,311,6,0.11318816205458371
4142,AOI-0005,2025-07-05,озимая пшеница,0.5652211451721072,0.5046718226058425,311,7,-0.06054932256626466
4195,AOI-0005,2025-08-27,озимая пшеница,0.2962185669467165,0.2655612680592697,311,8,-0.030657298887446782
4264,AOI-0006,2025-04-17,озимая пшеница,0.2635232858183731,0.23324801518170069,311,4,-0.030275270636672402
4277,AOI-0006,2025-06-10,озимая пшеница,0.6127234307905733,0.7051758505481953,311,6,0.09245241975762197
4285,AOI-0006,2025-07-08,озимая пшеница,0.6043460036404829,0.5743745209931956,311,7,-0.029971482647287218
4294,AOI-0006,2025-07-30,озимая пшеница,0.3670613534452049,0.3693274038987544,311,7,0.002266050453549495
4312,AOI-0006,2025-09-16,озимая пшеница,0.1736979818071506,0.182592841741621,311,9,0.008894859934470395
4315,AOI-0006,2025-09-26,озимая пшеница,0.1854855495135587,0.17049997735405067,311,9,-0.01498557215950802
4338,AOI-0007,2025-04-19,озимая пшеница,0.2923278737076623,0.2587191305342206,311,4,-0.0336087431734417
4355,AOI-0007,2025-05-06,озимая пшеница,0.4762757499849394,0.5505484199679171,311,5,0.07427266998297777
4374,AOI-0007,2025-05-25,озимая пшеница,0.7995889883616835,0.7871521558026418,311,5,-0.01243683255904171
4460,AOI-0007,2025-08-19,озимая пшеница,0.1456293074595238,0.14459801136750364,311,8,-0.0010312960920201564
4465,AOI-0007,2025-08-24,озимая пшеница,0.1284739623963714,0.13307848245899123,311,8,0.004604520062619827
4468,AOI-0007,2025-08-27,озимая пшеница,0.1503015272792904,0.1454925404476632,311,8,-0.004808986831627199
4472,AOI-0007,2025-08-31,озимая пшеница,0.1888777434496562,0.17935074869541137,311,8,-0.009526994754244816
4486,AOI-0007,2025-09-14,озимая пшеница,0.2373520590868398,0.24855557034186765,311,9,0.01120351125502786
4507,AOI-0007,2025-10-05,озимая пшеница,0.1530792058403083,0.21082613877639064,311,10,0.05774693293608235
4540,AOI-0008,2025-04-23,озимая пшеница,0.7566566115702479,0.8549749703406773,311,4,0.09831835877042938
4543,AOI-0008,2025-04-29,озимая пшеница,0.9025592109423146,0.801918005212424,311,4,-0.10064120572989066
4551,AOI-0008,2025-05-25,озимая пшеница,0.8396043388429753,0.8582532849068838,311,5,0.018648946063908545
4557,AOI-0008,2025-06-08,озимая пшеница,0.8154590081538851,0.7781584261812122,311,6,-0.03730058197267283
4558,AOI-0008,2025-06-10,озимая пшеница,0.5425551652892562,0.695844702515724,311,6,0.15328953722646776
4562,AOI-0008,2025-06-30,озимая пшеница,0.2331296574491932,0.25422618463302094,311,6,0.021096527183827735
4588,AOI-0008,2025-08-22,озимая пшеница,0.1502120612613717,0.14842694780542798,311,8,-0.001785113455943732
4591,AOI-0008,2025-08-27,озимая пшеница,0.1522594214908493,0.13995877959249162,311,8,-0.012300641898357695
4685,AOI-0009,2025-06-13,озимая пшеница,0.3025947553288632,0.3104849797776295,311,6,0.007890224448766303
4687,AOI-0009,2025-06-15,озимая пшеница,0.2768374462238329,0.3007555258978226,311,6,0.023918079673989734
4714,AOI-0009,2025-07-12,озимая пшеница,0.2560023015638831,0.25079900520380594,311,7,-0.005203296360077159
4715,AOI-0009,2025-07-13,озимая пшеница,0.1672922749653396,0.1519182008618175,311,7,-0.015374074103522095
4717,AOI-0009,2025-07-15,озимая пшеница,0.1526542285566669,0.16750971001335835,311,7,0.014855481456691438
4720,AOI-0009,2025-07-18,озимая пшеница,0.162344168699569,0.1633132600495217,311,7,0.000969091349952711
4732,AOI-0009,2025-07-30,озимая пшеница,0.1743465726465328,0.1509063837238263,311,7,-0.023440188922706495
4788,AOI-0009,2025-09-24,озимая пшеница,0.2149301788015548,0.2185720502067885,311,9,0.0036418714052336987
4794,AOI-0009,2025-09-30,озимая пшеница,0.2578142814989673,0.2615356561342514,311,9,0.0037213746352841026
4831,AOI-0010,2010-06-10,озимая пшеница,0.500515306122449,0.5318640991754643,311,6,0.0313487930530153
4835,AOI-0010,2010-07-05,озимая пшеница,0.2172517335681531,0.24694051883974774,311,7,0.02968878527159463
4844,AOI-0010,2010-08-30,озимая пшеница,0.1722089011629944,0.24433205522270435,311,8,0.07212315405970995
4854,AOI-0010,2011-05-09,озимая пшеница,0.725908163265306,0.7610783128398777,311,5,0.03517014957457165
4873,AOI-0010,2011-09-14,озимая пшеница,0.2999265306122449,0.32963580564052763,311,9,0.029709275028282744
4876,AOI-0010,2011-10-16,озимая пшеница,0.3880469387755101,0.37616923470783975,311,10,-0.011877704067670358
4880,AOI-0010,2012-04-29,озимая пшеница,0.4443790136948157,0.2812478766773937,311,4,-0.163131137017422
4884,AOI-0010,2012-06-25,озимая пшеница,0.2955438775510204,0.2895714267797511,311,6,-0.005972450771269289
