anon_polygon_id,date,crop_type,v3_prediction,v4_prediction,v7_prediction
AOI-0005,2010-05-02,озимая пшеница,0.2210424523174987,0.22376364578354063,0.22541662634093526
AOI-0005,2010-07-28,озимая пшеница,0.30184498710130175,0.3067978101838736,0.30304531600385265
AOI-0005,2010-08-05,озимая пшеница,0.2239061744769947,0.23816882114162186,0.24254764413477026
AOI-0005,2010-08-29,озимая пшеница,0.2838565737462551,0.2823447866440932,0.2759830126745728
AOI-0005,2010-08-30,озимая пшеница,0.22847201018603053,0.23161452626410503,0.2314304887852122
AOI-0005,2010-09-06,озимая пшеница,0.2363948293188575,0.24206920537139362,0.2449787422443571
AOI-0005,2011-04-02,озимая пшеница,0.2737941926382322,0.26777093372550365,0.2636871763418682
AOI-0005,2011-06-06,озимая пшеница,0.7616111446524867,0.7562498908728696,0.7584009201286906
AOI-0005,2011-06-26,озимая пшеница,0.5160185382293537,0.5257807148618348,0.5221668012753932
AOI-0005,2011-09-02,озимая пшеница,0.42697175190117687,0.4244854048280036,0.4224258148640293
AOI-0005,2012-04-04,озимая пшеница,0.2056251207142897,0.19827476516941667,0.19620770381038566
AOI-0005,2012-04-29,озимая пшеница,0.5249282207787884,0.5328984203243763,0.535756049258575
AOI-0005,2012-05-06,озимая пшеница,0.5483936225319834,0.5466504130030402,0.5465838941645735
AOI-0005,2012-05-31,озимая пшеница,0.8029034330069743,0.7920797903805259,0.787525756667381
AOI-0005,2012-08-10,озимая пшеница,0.1817352366672628,0.18141298238117334,0.18538943876348316
AOI-0005,2012-08-12,озимая пшеница,0.2799408450899179,0.28967225259339374,0.2940544718026568
AOI-0005,2013-06-26,озимая пшеница,0.3729588183645741,0.37933493079003183,0.36916737637617847
AOI-0005,2013-07-12,озимая пшеница,0.3358805349622988,0.3372841957446858,0.3294427188243795
AOI-0005,2013-08-21,озимая пшеница,0.45942640762936093,0.4542572299883942,0.4558994762326555
AOI-0005,2013-08-29,озимая пшеница,0.4845465169795028,0.47553050262048596,0.47304122826373146
AOI-0005,2014-04-18,озимая пшеница,0.4037702274992191,0.40508236782799684,0.40588938338847963
