anon_polygon_id,date,crop_type,v3_prediction,v4_prediction,global_correction_raw,global_blend_weight,tree_correction_raw,tree_blend_weight,v7_prediction
AOI-0001,2010-08-29,озимая пшеница,0.22888358031181222,0.21914126014599264,-0.026057164142976895,0.3,-0.009926246793210742,0.2,0.20933886154445744
AOI-0001,2010-10-25,озимая пшеница,0.17537272983272847,0.18629931790720244,0.006287548429853618,0.3,0.009996047300173642,0.2,0.19018479189619325
AOI-0001,2011-06-13,озимая пшеница,0.6524476462964999,0.6452266706991747,0.0020255140538190564,0.3,0.010425998258956093,0.2,0.6479195245671117
AOI-0001,2011-09-18,озимая пшеница,0.2618051168058817,0.2606173164029533,0.009267563474995962,0.3,-0.017488104388791996,0.2,0.2598999645676937
AOI-0001,2011-09-26,озимая пшеница,0.27230225017435805,0.2746974460128214,-0.015270902103553433,0.3,-0.01976119612050317,0.2,0.26616393615765477
AOI-0001,2011-09-30,озимая пшеница,0.39701257501048226,0.4088525678314357,-0.011921760794828942,0.3,0.012084587001158381,0.2,0.4076929569932187
AOI-0001,2012-05-24,озимая пшеница,0.706366008268293,0.6922431411928364,-0.011632128394712112,0.3,0.01198459256512165,0.2,0.6911504211874471
AOI-0001,2012-07-09,озимая пшеница,0.2355999737855769,0.2346250741794417,0.014999198577656796,0.3,0.011368960133355551,0.2,0.24139862577940985
AOI-0001,2012-07-11,озимая пшеница,0.3365640353405201,0.3360532719420632,-0.008362234925423574,0.3,-0.00517123279062049,0.2,0.332510354906312
AOI-0001,2012-08-10,озимая пшеница,0.17777938804221255,0.1615542098417,0.001764664541263381,0.3,-0.0023038300261117505,0.2,0.16162284319885664
AOI-0001,2012-08-12,озимая пшеница,0.3146583236759368,0.3048936197017126,-0.021150190570229637,0.3,-0.01331428366477157,0.2,0.2958857057976894
AOI-0001,2012-10-15,озимая пшеница,0.3624094160478584,0.37396096873968365,-0.033246235969058964,0.3,0.008303361922874267,0.2,0.3656477703335408
AOI-0001,2013-05-01,озимая пшеница,0.8314784502386705,0.8260166760338458,0.01083874224546318,0.3,0.017571912480490715,0.2,0.8327826812035829
AOI-0001,2013-07-12,озимая пшеница,0.3442180355713681,0.34321424634386444,-0.01642507763995265,0.3,-0.031037062840301645,0.2,0.3320793104838183
AOI-0001,2013-09-30,озимая пшеница,0.567282216252067,0.5667045782104176,-0.004464327914430587,0.3,-0.02002385818579438,0.2,0.5613605081989296
AOI-0001,2014-04-18,озимая пшеница,0.23101148767984098,0.24825558701407052,0.02376580119773366,0.3,0.0066340963267885675,0.2,0.2567121466387483
AOI-0001,2014-05-25,озимая пшеница,0.6799183441813941,0.6774311469570582,-0.011185547185693725,0.3,-0.016171410510978906,0.2,0.6708412006991543
AOI-0001,2014-06-26,озимая пшеница,0.80351148610209,0.8060116757211931,-0.007535526039620311,0.3,-0.0006999382078563913,0.2,0.8036110302677357
AOI-0001,2014-07-15,озимая пшеница,0.7384803414179567,0.7320486368155251,-0.003796839315699282,0.3,-0.0014547073374115915,0.2,0.7306186435533331
AOI-0001,2014-07-28,озимая пшеница,0.5792627800833419,0.5701976135650555,-0.024083655965554233,0.3,-0.007784821629257333,0.2,0.5614155524495377
AOI-0001,2014-08-09,озимая пшеница,0.385601448157928,0.35260144815792804,0.008401601359542831,0.3,-0.042204913956608484,0.2,0.3466809457744692
AOI-0001,2014-08-13,озимая пшеница,0.37516016439495203,0.3635678941020252,-0.02051034432850123,0.3,-0.008877553219320019,0.2,0.3556392801596109
AOI-0001,2014-10-03,озимая пшеница,0.2036369776540722,0.2008878074716098,0.00886570442481337,0.3,-0.005926821181938488,0.2,0.2023621545626661
AOI-0001,2014-10-16,озимая пшеница,0.30471766570620673,0.3114500852170318,-0.0030105967236131593,0.3,-0.008796490282127103,0.2,0.30878760814352246
AOI-0001,2015-04-13,озимая пшеница,0.4419583741097302,0.43440602174145126,0.009002358499436274,0.3,0.02779139208873494,0.2,0.4426650077090291
AOI-0001,2015-08-11,озимая пшеница,0.21354825623807316,0.21237068080146682,0.007722143507412512,0.3,0.019523081301875335,0.2,0.21859194011406563
AOI-0001,2015-08-12,озимая пшеница,0.20210903538049446,0.2001880621741754,0.006137943693116283,0.3,0.006543402615097069,0.2,0.2033381258051297
AOI-0001,2015-08-27,озимая пшеница,0.21695115691648753,0.21665846728411,0.0016306617217641509,0.3,0.021903499318913083,0.2,0.22152836566442186
AOI-0001,2015-09-20,озимая пшеница,0.18391718675372906,0.18105914396659956,0.010191531361070646,0.3,0.004816156801142415,0.2,0.18507983473514925
AOI-0001,2015-09-28,озимая пшеница,0.19773219022688676,0.2081798639219203,0.008183139510171784,0.3,0.01513068962964496,0.2,0.21366094370090083
AOI-0001,2016-06-27,озимая пшеница,0.28466117864406104,0.27236019775369075,-0.0025306767878659204,0.3,-0.010254140039165902,0.2,0.2695501667094978
AOI-0001,2016-07-04,озимая пшеница,0.28757822458508353,0.2725902562891841,0.0037369526911740906,0.3,-0.008844847809911523,0.2,0.271942372534554
AOI-0001,2016-07-20,озимая пшеница,0.31227269452756656,0.29379204284372734,-0.014618185124861453,0.3,-0.018834286792705116,0.2,0.28563972994772785
AOI-0001,2016-07-27,озимая пшеница,0.37375207265380783,0.3675481276714904,-0.014903300303969552,0.3,-0.020127853461258092,0.2,0.35905156688804796
AOI-0001,2016-08-29,озимая пшеница,0.29487022256209394,0.2844809250060163,0.010757064271270819,0.3,0.017364533660242078,0.2,0.29118095101944597
AOI-0001,2016-08-30,озимая пшеница,0.2603301456187641,0.250664898905591,0.010433936302551756,0.3,-0.011489602886047482,0.2,0.251497159219147
